Rk,Player,Tm,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,Signed Using,Guaranteed,Birthplace,HomeTown,HighSchool,College,Past Pro,Past Pro 2,Twitter_id,Twitter_username,Twitter_followers,Twitter_friends,birthPlace,birthPlace_url,weight,nationality,dob,college,weeki_comment,high_school,height
121,"Luis Scola","HOU","$6172538","","","","","","","","","","","","","","","","","","{Buenos Aires|Argentina}","{http://dbpedia.org/resource/Buenos_Aires|http://dbpedia.org/resource/Argentina}",108864,"NULL","1980-04-30","NULL","Luis Alberto Scola Balvoa (born April 30 1980) is an Argentine professional basketball player who currently plays for the Indiana Pacers of the National Basketball Association (NBA). He formerly was a Euroleague star with the ACB's Tau Ceramica as well as a member of the Houston Rockets and Phoenix Suns in the NBA.","NULL",2.0574
156,"Luis Scola","IND","$4868499","","","","","","Cap Space","$940946","","","","","","","","","","","{Buenos Aires|Argentina}","{http://dbpedia.org/resource/Buenos_Aires|http://dbpedia.org/resource/Argentina}",108864,"NULL","1980-04-30","NULL","Luis Alberto Scola Balvoa (born April 30 1980) is an Argentine professional basketball player who currently plays for the Indiana Pacers of the National Basketball Association (NBA). He formerly was a Euroleague star with the ACB's Tau Ceramica as well as a member of the Houston Rockets and Phoenix Suns in the NBA.","NULL",2.0574
381,"Luke Babbitt","NOP","$981084","","","","","","Minimum Salary","$100000","","","","","","","","","","","{Ohio|Cincinnati}","{http://dbpedia.org/resource/Ohio|http://dbpedia.org/resource/Cincinnati}",102060,"NULL","1989-06-20","Nevada Wolf Pack men's basketball","Luke Robert Babbitt (born June 20 1989) is an American professional basketball player who currently plays for the New Orleans Pelicans of the National Basketball Association (NBA). He played college basketball at the University of Nevada-Reno for two seasons before declaring for the 2010 NBA Draft following his sophomore year. He was selected by the Minnesota Timberwolves with the 16th overall pick in the 2010 NBA Draft then traded to the Portland Trail Blazers.","Galena High School (Nevada)",2.0574
242,"Luke Ridnour","ORL","$2750000","","","","","","Cap Space","$2750000","","","","","","","","","","","Coeur d'Alene Idaho","http://dbpedia.org/resource/Coeur_d'Alene,_Idaho",79380,"NULL","1981-02-13","Oregon Ducks men's basketball","Lukas Robin Luke Ridnour (born February 13 1981) is an American professional basketball player who currently plays for the Charlotte Bobcats of the NBA. He was born in Coeur d'Alene Idaho and grew up in Blaine Washington.","NULL",1.8796
62,"Luol Deng","MIA","$9714461","$10151612","","","","","Cap Space","$9714461","","","","","","","","LuolDeng9","370446 followers ","","{Sudan|Wau South Sudan}","{http://dbpedia.org/resource/Sudan|http://dbpedia.org/resource/Wau,_South_Sudan}",99792,"NULL","1985-04-16","Duke Blue Devils men's basketball","Luol Deng (born April 16 1985) is a British professional basketball player who plays for the Cleveland Cavaliers of the National Basketball Association (NBA). He has also competed with the Great Britain national basketball team. A member of the Chicago Bulls from 2004 until 2014 Deng was selected for his first NBA All-Star game during the 2011–12 season joining teammate Derrick Rose.","NULL",2.0574
18,"Marc Gasol","MEM","$15829688","","","","","","Bird Rights","$15829688","","","","","","","","MarcGasol","757489 followers ","","{Barcelona|Spain}","{http://dbpedia.org/resource/Barcelona|http://dbpedia.org/resource/Spain}",120204,"NULL","1985-01-29","NULL","Marc Gasol Sáez (born January 29 1985) is a Spanish professional basketball player who plays for the Memphis Grizzlies of the National Basketball Association (NBA). Gasol was an NBA All-Star in 2012 and won the NBA Defensive Player of the Year Award in 2013.He was drafted in the second round 48th overall by the Los Angeles Lakers in the 2007 NBA Draft. He stands 7'1 tall and is the younger brother of current Lakers power forward Pau Gasol.","NULL",2.159
58,"Marcin Gortat","WAS","$10434782","$11217391","$12000000","$12782609","$13565218","","Bird Rights","$60000000","","","","","","","","MGortat","74241 followers ","","{Poland|Łódź}","{http://dbpedia.org/resource/Poland|http://dbpedia.org/resource/%C5%81%C3%B3d%C5%BA}",108864,"NULL","1984-02-17","NULL","Marcin Gortat (Polish pronunciation: [mar'tɕiŋ ɡɔr'tat]; born February 17 1984) is a Polish professional basketball player with the Washington Wizards of the National Basketball Association (NBA). The 6 ft 11 in 240-pound center is the son of boxer Janusz Gortat. He was a second-round draft choice of the Phoenix Suns in the 2005 NBA draft and was traded for future cash considerations to the Orlando Magic.","NULL",2.1082
238,"Marco Belinelli","SAS","$2873750","","","","","","MLE","$2873750","","","","","","","","marcobelinelli","309280 followers ","","{Italy|San Giovanni in Persiceto}","{http://dbpedia.org/resource/Italy|http://dbpedia.org/resource/San_Giovanni_in_Persiceto}",95256,"NULL","1986-03-25","NULL","Marco Stefano Belinelli (born March 25 1986) is an Italian professional basketball player who plays for the San Antonio Spurs of the National Basketball Association (NBA). He is 1.96 m (6 ft 5 in) tall and plays as a shooting guard. He was selected 18th overall in the 2007 NBA Draft by the Golden State Warriors.","NULL",1.9558
451,"Marcus Camby","TOR","$646609","","","","","","","$646609","","","","","","","","MarcusCamby23","108686 followers ","","Hartford Connecticut","http://dbpedia.org/resource/Hartford,_Connecticut",108864,"NULL","1974-03-22","UMass Minutemen basketball","Marcus D. Camby (born March 22 1974) is an American professional basketball player. He was named Defensive Player of the Year during the 2006–07 NBA season leading the league in blocked shots per game. Camby is also a four-time member of the NBA All-Defensive Team.","NULL",2.1082
209,"Marcus Smart","BOS","$3283320","$3431040","$3578880","$4538020","","","1st Round Pick","$6669360","","","","","","","","","","","Flower Mound Texas","http://dbpedia.org/resource/Flower_Mound,_Texas",99792,"NULL","1994-03-06","Oklahoma State Cowboys basketball","Marcus Smart (born March 6 1994) is an American college basketball player for the Oklahoma State Cowboys. He was considered one of the top prospects for the 2013 NBA Draft though on April 16 it was reported by Sports Illustrated that he had decided to stay at Oklahoma State and return for his sophomore season in 2013–14. He is now a top prospect for the 2014 NBA Draft. On April 7 2014 he declared for the NBA draft.","NULL",1.9304
178,"Mario Chalmers","MIA","$4000000","$4300000","","","","","Bird Rights","$8300000","","","","","","","","mchalmers15","949212 followers ","","Anchorage Alaska","http://dbpedia.org/resource/Anchorage,_Alaska",86184,"NULL","1986-05-19","Kansas Jayhawks men's basketball","Almario Vernard Mario Chalmers (born May 19 1986) is an American professional basketball player who currently plays for the Miami Heat of the National Basketball Association (NBA). He was selected 34th overall in the 2008 NBA Draft by the Minnesota Timberwolves.","NULL",1.8796
234,"Markieff Morris","PHO","$2989239","$8000000","$8000000","$8000000","$8000000","","Bird Rights","$34989239","","","","","","","","","","","{Pennsylvania|Philadelphia}","{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Philadelphia}",111132,"United States","1989-09-02","Kansas Jayhawks men's basketball","Markieff Morris (born September 2 1989) is an American professional basketball player who currently plays for the Phoenix Suns of the National Basketball Association (NBA). He played college basketball at the University of Kansas.","Pennsauken Township New Jersey",2.0828
362,"Marquis Teague","PHI","$1120920","","","","","","","$1120920","","","","","","","","marquisteague25","47892 followers ","","{Indianapolis|Indiana}","{http://dbpedia.org/resource/Indianapolis|http://dbpedia.org/resource/Indiana}",86184,"NULL","1993-02-28","Kentucky Wildcats men's basketball","Marquis Devante Teague (born February 28 1993) is an American professional basketball player who currently plays for the Brooklyn Nets of the NBA. He was one of the top rated high school basketball players in the class of 2011.","NULL",1.8796
194,"Marreese Speights","GSW","$3657500","$3815000","","","","","MLE","$3657500","","","","","","","","","","","{Florida Gators men's basketball|St. Petersburg Florida}","{http://dbpedia.org/resource/Florida_Gators_men's_basketball|http://dbpedia.org/resource/St._Petersburg,_Florida}",115668,"NULL","1987-08-04","Florida Gators men's basketball","Marreese Akeem Speights (born August 4 1987) is an American professional basketball player who currently plays for the Golden State Warriors of the National Basketball Association (NBA). Speights played college basketball for the University of Florida where he was a freshman member of the Florida Gators' NCAA national championship team in 2007. The Philadelphia 76ers picked him in the first round of the 2008 NBA Draft.","NULL",2.0828
138,"Martell Webster","WAS","$5381750","$5613500","$5845250","","","","MLE","$10995250","","","","","","","","MartellWebster","28346 followers ","","{Edmonds Washington|Washington (state)}","{http://dbpedia.org/resource/Edmonds,_Washington|http://dbpedia.org/resource/Washington_(state)}",104328,"NULL","1986-12-04","NULL","Martell Webster (born December 4 1986) is an American professional basketball swingman with the Washington Wizards of the National Basketball Association (NBA). The 6'7 (2.01 m) 230 lbs (104 kg) Webster is a cousin of Jason Terry.","NULL",2.0066
104,"Marvin Williams","CHO","$7000000","$7000000","","","","","","$14000000","","","","","","","","","","","Bremerton Washington","http://dbpedia.org/resource/Bremerton,_Washington",107503,"NULL","1986-06-19","North Carolina Tar Heels men's basketball","Marvin Gaye Williams Jr. (born June 19 1986) is an American professional basketball player who currently plays for the Utah Jazz of the National Basketball Association (NBA). Williams played college basketball under coach Roy Williams at the University of North Carolina.","NULL",2.0574
333,"Mason Plumlee","BRK","$1357080","$1415520","$2328530","","","","1st Round Pick","$1357080","","","","","","","","masonplumlee","57661 followers ","","Fort Wayne Indiana","http://dbpedia.org/resource/Fort_Wayne,_Indiana",106596,"NULL","1990-03-05","Duke Blue Devils men's basketball","Mason Alexander Plumlee (born March 5 1990) is an American professional basketball player who currently plays for the Brooklyn Nets of the NBA. As a freshman in 2009–10 he was a back-up forward for Duke's national champion 2010 team which had him playing with his older brother Miles. He was a 2009 McDonald's All-American in high school. During his senior year at Duke he also played with his younger brother Marshall.","NULL",2.1082
201,"Matt Barnes","LAC","$3396250","$3542500","","","","","MLE","$3396250","","","","","","","","Matt_Barnes22","271306 followers ","","{California|Santa Clara California}","{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Santa_Clara,_California}",102514,"NULL","1980-03-09","UCLA Bruins men's basketball","Matt Kelly Barnes (born March 9 1980) is an American professional basketball player who currently plays for the Los Angeles Clippers of the National Basketball Association (NBA).","NULL",2.0066
320,"Matt Bonner","SAS","$1448490","","","","","","Minimum Salary","$1448490","","","","","","","","","","","{Concord New Hampshire|Concord High School (New Hampshire)}","{http://dbpedia.org/resource/Concord,_New_Hampshire|http://dbpedia.org/resource/Concord_High_School_(New_Hampshire)}",106596,"NULL","1980-04-05","Florida Gators men's basketball","Matthew Robert Bonner (born April 5 1980) is an American professional basketball player with the San Antonio Spurs of the National Basketball Association (NBA). Bonner played college basketball for the University of Florida and was selected by the Chicago Bulls in the second round of the 2003 NBA Draft. In addition to the San Antonio Spurs he has also previously played for the Toronto Raptors.","NULL",2.0828
440,"Matthew Dellavedova","CLE","$816482","","","","","","Minimum Salary","","","","","","","","","","","","Maryborough Victoria","http://dbpedia.org/resource/Maryborough,_Victoria",90720,"NULL","{1986-09-08|1990-09-08}","Saint Mary's Gaels men's basketball","Matthew Dellavedova (born 8 September 1990) is an Australian professional basketball player who currently plays for the Cleveland Cavaliers of the NBA. He played college basketball at Saint Mary's College of California and has played for the Australian national basketball team.","NULL",1.9304
